url,strategy,response_id,name,artists,meta.artist_y,meta.duration,meta.year,popularity,lowlevel.dissonance.mean,lowlevel.dissonance.stdev,lowlevel.dynamic_complexity,lowlevel.hfc.mean,lowlevel.hfc.stdev,lowlevel.loudness_ebu128.integrated,lowlevel.loudness_ebu128.loudness_range,lowlevel.melbands_crest.mean,lowlevel.melbands_crest.stdev,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_kurtosis.stdev,lowlevel.melbands_skewness.mean,lowlevel.melbands_skewness.stdev,lowlevel.melbands_spread.mean,lowlevel.melbands_spread.stdev,lowlevel.pitch_salience.mean,lowlevel.pitch_salience.stdev,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.stdev,lowlevel.spectral_complexity.mean,lowlevel.spectral_complexity.stdev,lowlevel.spectral_decrease.mean,lowlevel.spectral_decrease.stdev,lowlevel.spectral_energy.mean,lowlevel.spectral_energy.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_kurtosis.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,lowlevel.spectral_rolloff.mean,lowlevel.spectral_rolloff.stdev,lowlevel.spectral_skewness.mean,lowlevel.spectral_skewness.stdev,lowlevel.spectral_strongpeak.mean,lowlevel.spectral_strongpeak.stdev,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.stdev,rhythm.beats_loudness.mean,rhythm.beats_loudness.stdev,rhythm.bpm,rhythm.danceability,rhythm.onset_rate,tonal.chords_changes_rate,tonal.chords_number_rate,tonal.chords_strength.mean,tonal.chords_strength.stdev,tonal.key_krumhansl.strength,tonal.key_krumhansl.key,tonal.key_krumhansl.scale,lowlevel.mfcc.mean.0,lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12
https://open.spotify.com/track/4Lbktkg0Ib1bFDuPytDM8h,discharge,R_2oS0VRFGHi3daXX,I'd Rather Die,['Deli Girls'],Deli Girls,192,2019,23,0.462420046329,0.0437686033547,3.71569514275,19.5671634674,16.1228675842,-8.08703804016,3.69128894806,13.9621629715,6.1363735199,0.243234083056,0.118106104434,15.4226102829,25.3846149445,2.53383183479,1.72074759007,17.929813385,14.0781860352,0.596053361893,0.148231983185,1082.29418945,614.619567871,21.4291419983,12.5126075745,-9.01851038293e-09,7.391257828e-09,0.0358126387,0.0284529328346,0.0961307510734,0.0636794790626,9.95398616791,21.6880283356,0.00538690714166,0.00243320828304,1176.15368652,1389.80517578,1.89723050594,1.49408829212,0.766216695309,0.694264948368,0.0464266911149,0.0382465831935,0.0627320334315,0.040083155036,87.6677093506,1.19773900509,2.88515496254,0.0809961333871,0.00265957438387,0.533309817314,0.0732723176479,0.684884428978,C,minor,[,-,6,7,0,.,3,8,0,6,7,6,2
https://open.spotify.com/track/3xXBsjrbG1xQIm1xv1cKOt,strong_sensation,R_2VdoBUAa69ab0h6,One More Light,['Linkin Park'],Linkin Park,255,2017,77,0.382924765348,0.0711626559496,4.94615888596,12.6512308121,12.7337493896,-11.0316867828,7.46671772003,17.7642440796,5.59055709839,0.362757593393,0.11586470902,13.3296537399,19.4378299713,2.31410598755,1.63869440556,10.2944755554,13.0290260315,0.472742170095,0.122637815773,605.55657959,516.083374023,9.94766044617,4.95674085617,-7.80715847526e-09,6.19751672204e-09,0.0306134782732,0.0243237093091,0.0454728603363,0.0346290208399,26.9679756165,31.4978713989,0.00489653879777,0.00242708483711,736.208862305,1442.21020508,3.45580244064,1.97602105141,1.10392951965,1.37886810303,0.0286949463189,0.0429808199406,0.0384205020964,0.0251821000129,165.400863647,1.00796425343,2.74028658867,0.0314888954163,0.00145613402128,0.561188697815,0.10095641017,0.73414182663,C,major,[,-,7,7,0,.,3,6,9,7,5,0,9
https://open.spotify.com/track/2okho7vU7Nsq1UZD0kgIMi,entertainment,R_8TFOXwMwo2RtzTg,Fearless,['Taylor Swift'],Taylor Swift,242,2008,52,0.458119630814,0.0336178280413,3.47524356842,23.8213863373,19.1993732452,-8.43020057678,6.58790111542,13.6769895554,5.5437579155,0.181524544954,0.0851627960801,15.5570735931,39.7584266663,2.52847456932,2.07945275307,30.2922401428,22.7643947601,0.525598943233,0.121382474899,1583.55957031,775.071777344,19.2350349426,10.8961420059,-5.63321700398e-09,4.4450283454e-09,0.0234216935933,0.0177648384124,0.0721719264984,0.0545595958829,3.90871977806,2.82221317291,0.00442369747907,0.00181146292016,1989.6673584,1910.37512207,1.48587393761,0.472176253796,1.14545810223,1.53197109699,0.0757520273328,0.0492109581828,0.0271971486509,0.0126882568002,99.9832763672,1.04955101013,3.57406139374,0.0475733727217,0.00191828119569,0.498161435127,0.0762502327561,0.788769185543,F,major,[,-,6,4,6,.,8,5,3,1,4,9,4
https://open.spotify.com/track/58i5wpN3tZUjHv5qHIAmus,entertainment,R_2HOcWQ0Ao3rvWQl,You Spent All Your Love - Anniversary Edition,['Mega Mango'],Mega Mango,257,2023,24,0.452581524849,0.0460174679756,4.87083435059,21.1982765198,18.9184932709,-9.38569259644,7.84317827225,16.1323394775,5.91178369522,0.239557266235,0.0980094745755,22.5260238647,45.5216369629,3.27028918266,1.92533099651,18.584230423,13.8001489639,0.475832313299,0.129360675812,1335.13562012,723.628967285,19.224395752,13.4003610611,-8.24168377989e-09,6.86681733697e-09,0.0330288112164,0.0269765332341,0.0720395222306,0.0592708103359,5.24193382263,8.51347541809,0.00514219515026,0.00240437500179,1141.42382812,1216.00561523,1.58288490772,0.859658300877,0.663999021053,0.996997892857,0.0524347238243,0.0337680131197,0.0420644842088,0.0313733629882,138.274200439,0.946622610092,2.43852686882,0.0511988475919,0.00270416447893,0.516134142876,0.103447183967,0.808455169201,Eb,major,[,-,6,7,7,.,8,5,4,4,3,1,1
https://open.spotify.com/track/5Ng6UbryNd3eds2zQk9MUf,diversion,R_8ZTYiKxXbBb081e,Spellbound,['Siouxsie and the Banshees'],Siouxsie and the Banshees,197,1981,64,0.467697203159,0.0265491865575,3.25609540939,19.2902870178,15.3329238892,-12.8474712372,6.47622299194,13.6817073822,4.35126113892,0.216816991568,0.0687910616398,12.6298236847,15.505408287,2.67076706886,1.68838822842,21.3294734955,14.9337110519,0.532169222832,0.114825747907,1178.2890625,869.257751465,18.9198684692,8.03916549683,-8.07805644598e-09,6.96726587535e-09,0.0322381928563,0.0272941626608,0.101163573563,0.0608513504267,5.79551172256,4.32132101059,0.00517171341926,0.00216916040517,1249.48413086,1799.97558594,1.82147526741,0.528703391552,0.938508152962,1.39837777615,0.055635176599,0.0465630888939,0.0463725812733,0.0236709434539,148.696594238,1.2841168642,4.06531047821,0.0730443000793,0.00306314788759,0.489549189806,0.0933738425374,0.734111666679,B,minor,[,-,6,4,7,.,2,9,0,0,3,9,0
https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,revival,R_2tck6sPLJviBT1R,Twist And Shout - Remastered 2009,['The Beatles'],The Beatles,155,1963,75,0.471322834492,0.0238588321954,2.41448330879,27.3445014954,16.833946228,-11.1859846115,2.22086143494,10.0699472427,4.11481380463,0.144715428352,0.0514842644334,3.56863617897,8.76046657562,1.28313744068,1.22006034851,38.8478431702,21.0741577148,0.616696953773,0.0930743291974,1865.45471191,1175.90551758,25.0145053864,10.9326210022,-5.36285016395e-09,2.70411670833e-09,0.0227208677679,0.01142708119,0.0816185697913,0.0357604064047,3.93153429031,2.06923937798,0.00449271500111,0.00140789570287,2325.50195312,2318.83178711,1.31730675697,0.365735828876,1.88335216045,1.98037791252,0.0806346088648,0.0605213940144,0.0305026713759,0.010761464946,123.80796814,1.19985306263,3.62000012398,0.0798444971442,0.0023923444096,0.518323779106,0.104141138494,0.80317902565,D,major,[,-,6,2,6,.,7,2,6,3,7,9,3
https://open.spotify.com/track/5mc6EyF1OIEOhAkD0Gg9Lc,strong_sensation,R_2C7TUTBbm8SXape,Closer,['Nine Inch Nails'],Nine Inch Nails,373,1994,76,0.477318078279,0.0332241468132,4.44494962692,26.2785682678,27.5006809235,-11.8200120926,6.81704425812,18.8335857391,8.03873538971,0.211672142148,0.128857970238,52.4088134766,169.18548584,3.79565143585,4.22442436218,31.2845954895,27.6029434204,0.486101835966,0.177763953805,1868.76367188,875.177856445,21.2410755157,15.9818048477,-8.48548253884e-09,1.16434932806e-08,0.0344096943736,0.0451092645526,0.103433929384,0.094657048583,4.83361434937,9.55002212524,0.00487944297493,0.00312435347587,2094.77734375,2225.68408203,1.42012214661,0.906430840492,0.4881067276,0.698390185833,0.0760275870562,0.053469274193,0.112063117325,0.0447679199278,90.0010604858,1.59460961819,4.1037311554,0.0963930338621,0.00149253732525,0.487965047359,0.108394145966,0.722495615482,A,minor,[,-,6,6,8,.,4,2,9,4,4,3,3
https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw,strong_sensation,R_8l46mlZGFZsyKeB,Bitter Sweet Symphony - Remastered 2016,['The Verve'],The Verve,357,1997,83,0.470462441444,0.0184637960047,3.73323249817,25.0354766846,21.9836788177,-8.76466846466,9.43117332458,11.7163476944,4.24552631378,0.166716754436,0.0448837392032,8.10357284546,11.0877485275,2.24449872971,1.2396838665,28.1097927094,15.1949853897,0.565978884697,0.0917024612427,1524.77990723,460.370849609,23.4079151154,10.3893651962,-7.05676717061e-09,5.00676344828e-09,0.0289045907557,0.019971260801,0.087511561811,0.0476377680898,3.28882455826,2.01897025108,0.00490554701537,0.00203349324875,1693.55895996,1320.51330566,1.24973094463,0.274133294821,0.900829613209,1.12141239643,0.0656313374639,0.0308753307909,0.0388980433345,0.0198970455676,172.264968872,1.13422966003,2.91643571854,0.0500324890018,0.00103963608854,0.581763625145,0.0905215740204,0.903351008892,A,major,[,-,6,2,4,.,3,4,6,6,7,9,6
https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0,"[('revival', 1), ('strong_sensation', 1)]",R_2HFaNp6YCRpC6NX,Best Song Ever,['One Direction'],One Direction,200,2013,77,0.47285336256,0.0264933984727,6.69175672531,28.597864151,28.8595294952,-6.10492897034,10.0056056976,13.6164159775,5.71472978592,0.148903936148,0.0659168288112,6.96541166306,16.6912174225,1.91204488277,1.44402348995,40.5790596008,28.7523269653,0.575493395329,0.118308261037,1885.78735352,863.631225586,21.6522941589,15.7853374481,-4.80411532777e-09,4.58749394028e-09,0.0207256879658,0.0192332472652,0.0740730166435,0.0505499653518,4.05559492111,3.89370560646,0.00387299386784,0.00228474242613,2654.90966797,2214.31884766,1.47355210781,0.533981382847,1.01727116108,1.51965677738,0.0958060473204,0.057465299964,0.0330301597714,0.0244203545153,118.43359375,1.02380871773,2.96856403351,0.0710846111178,0.00160513643641,0.529320716858,0.0892059579492,0.848596036434,C#,major,[,-,6,7,1,.,5,5,1,3,9,1,6
https://open.spotify.com/track/6bp3UWuLklGIK8VgkRUKkP,entertainment,R_88HQeKMOYExgqkB,Upside Down Kiss,['TOMORROW X TOGETHER'],TOMORROW X TOGETHER,135,2025,71,0.433793723583,0.0733323395252,4.30405426025,24.0629081726,32.0303955078,-9.38828086853,4.19291877747,19.0280990601,8.14115333557,0.282013714314,0.160070136189,47.4410629272,115.575469971,4.12181615829,3.55223917961,18.4375610352,25.1699962616,0.490842550993,0.183345809579,1168.53039551,1080.54394531,12.9566040039,11.1083507538,-1.12668825381e-08,1.09522737546e-08,0.0447063669562,0.0420714616776,0.10134422034,0.079762712121,21.5705986023,89.4910812378,0.00586911384016,0.00302812480368,1429.32226562,2513.43774414,2.39654994011,3.27728414536,0.628634095192,0.664129972458,0.0614328160882,0.0680367201567,0.0589128211141,0.0416183099151,111.864425659,1.24200379848,4.72851228714,0.125857338309,0.00548696843907,0.461117982864,0.0968811661005,0.775166094303,G,minor,[,-,6,9,9,.,8,2,0,9,2,2,8
