...1,strategy,meta.duration,meta.year,popularity,lowlevel.dissonance.mean,lowlevel.dissonance.stdev,lowlevel.dynamic_complexity,lowlevel.hfc.mean,lowlevel.hfc.stdev,lowlevel.loudness_ebu128.integrated,lowlevel.loudness_ebu128.loudness_range,lowlevel.melbands_crest.mean,lowlevel.melbands_crest.stdev,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_kurtosis.stdev,lowlevel.melbands_skewness.mean,lowlevel.melbands_skewness.stdev,lowlevel.melbands_spread.mean,lowlevel.melbands_spread.stdev,lowlevel.pitch_salience.mean,lowlevel.pitch_salience.stdev,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.stdev,lowlevel.spectral_complexity.mean,lowlevel.spectral_complexity.stdev,lowlevel.spectral_decrease.mean,lowlevel.spectral_decrease.stdev,lowlevel.spectral_energy.mean,lowlevel.spectral_energy.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_kurtosis.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,lowlevel.spectral_rolloff.mean,lowlevel.spectral_rolloff.stdev,lowlevel.spectral_skewness.mean,lowlevel.spectral_skewness.stdev,lowlevel.spectral_strongpeak.mean,lowlevel.spectral_strongpeak.stdev,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.stdev,rhythm.beats_loudness.mean,rhythm.beats_loudness.stdev,rhythm.bpm,rhythm.danceability,rhythm.onset_rate,tonal.chords_changes_rate,tonal.chords_number_rate,tonal.chords_strength.mean,tonal.chords_strength.stdev,tonal.key_krumhansl.strength,lowlevel.mfcc.mean.0,lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68
0,discharge,192,2019,23,0.462420046329,0.0437686033547,3.71569514275,19.5671634674,16.1228675842,-8.08703804016,3.69128894806,13.9621629715,6.1363735199,0.243234083056,0.118106104434,15.4226102829,25.3846149445,2.53383183479,1.72074759007,17.929813385,14.0781860352,0.596053361893,0.148231983185,1082.29418945,614.619567871,21.4291419983,12.5126075745,-9.01851038293e-9,7.391257828e-9,0.0358126387,0.0284529328346,0.0961307510734,0.0636794790626,9.95398616791,21.6880283356,0.00538690714166,0.00243320828304,1176.15368652,1389.80517578,1.89723050594,1.49408829212,0.766216695309,0.694264948368,0.0464266911149,0.0382465831935,0.0627320334315,0.040083155036,87.6677093506,1.19773900509,2.88515496254,0.0809961333871,0.00265957438387,0.533309817314,0.0732723176479,0.684884428978,-670.38067627,151.856033325,-5.90134477615,25.6800079346,-12.4692344666,8.21692180634,0.596550166607,3.41494178772,-1.06998741627,-2.85959863663,-5.00586700439,-2.79920721054,-4.53340959549,0.1274117103406226,-0.05225810956348834,1.8080317367932008,-0.7767061143234444,-0.514084160631865,-1.139926714282664,-0.3550875018272287,-1.408636533474218,-0.4487987425199142,3.071590566258392,-0.6999697053929973,0.6986862033478046,0.582023504799425,-0.7037228512158091,-1.8030845354459113,0.5861248148531727,-0.9196464631546166,-0.49458053701528204,0.9587748915191964,0.03282476920430752,-2.244757325388407,-0.5584267786519255,0.3641035647316821,-0.8465851015266609,0.6835340538250599,-0.30956637201770837,-0.9370054757709767,1.2859544821598854,-0.11468805946378315,-1.4224194980158202,0.16415251082785987,-0.47373448850537453,0.23162996049159634,-0.06750788814134115,-0.05321344469036683,0.03031525120072521,-0.14124206668829833,0.4781270330240317,0.4506660451472004,0.24808111343854627,-0.41003107850647874,-0.29410063042503143,0.23030481621248367,0.30590762372315256,-0.14682847914339908,0.17343199391800437,-0.15091169483958483,-0.05575275537124674,-0.19761124575025493,0.09088335713227134,-0.2637783875642116,-0.0919825246444304,-0.14524248227006942,-0.12127732528876875,0.08890637704268634,-0.18841398454870037,-0.0012126571167434396,-0.08944699805694371,0.04883922443756721,0.03894025560483079,0.004065016574784026,0.03344987372970509,0.04833885659354809,-0.021050907216085966,0.006947797395736395,-0.02352234956515277,-0.009593842917804745,-4.62740176063086e-6
1,strong_sensation,255,2017,77,0.382924765348,0.0711626559496,4.94615888596,12.6512308121,12.7337493896,-11.0316867828,7.46671772003,17.7642440796,5.59055709839,0.362757593393,0.11586470902,13.3296537399,19.4378299713,2.31410598755,1.63869440556,10.2944755554,13.0290260315,0.472742170095,0.122637815773,605.55657959,516.083374023,9.94766044617,4.95674085617,-7.80715847526e-9,6.19751672204e-9,0.0306134782732,0.0243237093091,0.0454728603363,0.0346290208399,26.9679756165,31.4978713989,0.00489653879777,0.00242708483711,736.208862305,1442.21020508,3.45580244064,1.97602105141,1.10392951965,1.37886810303,0.0286949463189,0.0429808199406,0.0384205020964,0.0251821000129,165.400863647,1.00796425343,2.74028658867,0.0314888954163,0.00145613402128,0.561188697815,0.10095641017,0.73414182663,-770.369750977,190.137039185,14.4307613373,16.5750732422,-8.16937541962,-15.5476312637,-8.10240459442,0.221021577716,4.14920854568,-8.13816261292,-8.7086687088,-0.803029417992,-6.52593708038,6.8289286076513545,1.5445134505854203,0.4633249383038885,-0.6113834858875423,-0.025686026569174406,-0.8265597043221916,-0.13096193288715624,1.1597154663972054,0.7113211123608507,-0.5880911376288498,0.20698503166880594,-0.34420216865812686,-1.8255171536013366,-0.13758052994716205,0.2252386798922811,1.8834160127316366,-1.1673433081587896,1.3076161654438647,-0.14195410675380307,0.6976446763086486,-0.323653355671035,-0.3992106523940996,-0.23655502290997923,-1.823041104267189,-0.6887068394262355,-1.4128641348972155,-0.3337449065391558,-0.28559091251005153,1.2266902552855816,0.1110538702215973,-0.2104900600659443,1.1966285230613676,0.5859264725408523,-0.5203768268999025,-0.4967957383736155,-0.04051520955972514,0.018151427603946224,0.17378029467173842,0.22781050694560226,-0.05557169003198715,0.12503500084764252,-0.023970265303170597,-0.20367316337582203,0.6100090738403241,-0.05854004562007626,0.21377347536143598,0.014694571853314214,0.5271515880836818,0.1742859592097556,0.3179123549412963,0.09499197504953245,-0.017923605247960734,-0.09488122879581426,-0.09170910867658694,0.02450144350692604,0.18675541127911863,-0.2892736477759065,-0.16980738733694947,-0.22867069396581774,0.10921697542364864,0.010212433018471006,0.021616254318436563,0.037885377953518304,-0.10599828856920798,-0.016499583879983612,-0.021317776715721614,-0.0010853393159121723,-6.1739207738093e-7
2,entertainment,242,2008,52,0.458119630814,0.0336178280413,3.47524356842,23.8213863373,19.1993732452,-8.43020057678,6.58790111542,13.6769895554,5.5437579155,0.181524544954,0.0851627960801,15.5570735931,39.7584266663,2.52847456932,2.07945275307,30.2922401428,22.7643947601,0.525598943233,0.121382474899,1583.55957031,775.071777344,19.2350349426,10.8961420059,-5.63321700398e-9,4.4450283454e-9,0.0234216935933,0.0177648384124,0.0721719264984,0.0545595958829,3.90871977806,2.82221317291,0.00442369747907,0.00181146292016,1989.6673584,1910.37512207,1.48587393761,0.472176253796,1.14545810223,1.53197109699,0.0757520273328,0.0492109581828,0.0271971486509,0.0126882568002,99.9832763672,1.04955101013,3.57406139374,0.0475733727217,0.00191828119569,0.498161435127,0.0762502327561,0.788769185543,-646.853149414,106.08379364,1.41075134277,18.0440101624,4.43145608902,-0.113655284047,6.10525798798,-0.729118943214,2.46393585205,0.571364581585,-5.13925981522,-0.345708996058,-2.94816374779,-0.627221087071157,-3.892093618963026,-0.10465490324825669,-0.18222171500751633,-0.07194822884556276,-0.4668271078533923,-0.02895135101352725,0.7390648289899864,-0.05588988610887501,0.24597051164678582,0.5871164497581491,1.264791513750811,-1.2886015679242109,-0.8978289221537864,-2.2084750296966233,-0.31290160655034455,0.25514396711647735,0.19370905819257594,0.5153479228046141,-0.0900752525538412,-0.7568061808232542,-0.037256583321278895,0.2684802803003385,-0.46238297300220604,-0.053739407408188944,8.6996108050359e-4,0.41107597920816225,-0.26923550221410686,0.02458307813539739,-0.2799779144368217,0.10429605049101712,0.5125819481049049,0.03358419249246836,-0.005696297579380293,-0.3115396069794236,-0.23107794061185427,-0.16827830456209275,-0.7342110509896301,0.19244328085884127,-0.5563328992628557,-0.13789631317501086,-0.034017788648072346,0.24772323343911062,-0.2547454603263039,0.09860049295939985,0.12794246450848878,-0.14728828232931107,0.07192847638428451,0.21717283022419667,-0.03647028190059422,-0.06905062187221525,-0.024347248166791513,0.01707478685616778,-0.17979956270062994,-0.15616500645973266,-0.0073797633675157775,0.12694333929599305,-0.011913835668476251,0.017675536847870703,0.013206693383495916,0.0031803547582431434,0.06060319893623278,-0.04132211121612249,0.039222273306511235,-0.00967055313703449,-0.0059558026635775805,-0.001654041105076537,-2.166403191688809e-6
3,entertainment,257,2023,24,0.452581524849,0.0460174679756,4.87083435059,21.1982765198,18.9184932709,-9.38569259644,7.84317827225,16.1323394775,5.91178369522,0.239557266235,0.0980094745755,22.5260238647,45.5216369629,3.27028918266,1.92533099651,18.584230423,13.8001489639,0.475832313299,0.129360675812,1335.13562012,723.628967285,19.224395752,13.4003610611,-8.24168377989e-9,6.8668173369700004e-09,0.0330288112164,0.0269765332341,0.0720395222306,0.0592708103359,5.24193382263,8.51347541809,0.00514219515026,0.00240437500179,1141.42382812,1216.00561523,1.58288490772,0.859658300877,0.663999021053,0.996997892857,0.0524347238243,0.0337680131197,0.0420644842088,0.0313733629882,138.274200439,0.946622610092,2.43852686882,0.0511988475919,0.00270416447893,0.516134142876,0.103447183967,0.808455169201,-677.854431152,120.641067505,13.4178781509,33.4231147766,-1.34375417233,-4.75613212585,1.54303920269,-0.194261059165,-0.844377994537,6.78661203384,-0.601793050766,3.15339326859,-2.59699654579,0.22635863004198942,-0.184558714408631,1.6219591861748863,1.3620988178312081,1.127654920383183,0.1760291177890081,-0.15347710334384126,0.854782945396483,1.1583725228994795,1.6052420191337566,0.448363956081664,0.21159285997286886,-0.18812262060004115,0.7891743691679372,-1.1018984335873678,0.1701866218181339,-1.340600867528619,-0.1419665289351036,0.07509902127967118,0.27913117812814464,-1.2769041339578484,1.734986560855789,0.45729819195584265,-0.47824395797412295,-0.7922429230736018,-1.135219752195894,0.2350163024929277,-0.5728364249607477,-0.5600627890172469,0.48070204163584074,0.18973916299944713,-0.2231577683855667,-0.7019401796355946,0.07918870426757321,0.2416775153881372,-0.1844613950666921,-0.3534102676071214,-0.13613859938275852,0.2258273243990657,-0.5578723375756357,0.1269168842574598,-0.843978385069693,0.0760803867399379,-0.007964464647394413,-0.13999074594299407,0.16637795125278884,-0.18371749877503663,0.2597464337614135,-0.01846455181309311,-0.010379604012716237,-0.1687245615160206,0.22114227190702257,0.07398826209301425,-0.27560159711363125,0.15709466097063243,0.0065615502386055,0.13049544216140058,0.14496652816768746,0.006021820899756157,-0.052407537497905256,-0.0401234866908252,0.0465254829567344,-0.08682062560909069,-0.05394088247488378,-0.006671905982354209,-0.004453468751099941,7.896637360871682e-5,2.51811490295559e-6
4,diversion,197,1981,64,0.467697203159,0.0265491865575,3.25609540939,19.2902870178,15.3329238892,-12.8474712372,6.47622299194,13.6817073822,4.35126113892,0.216816991568,0.0687910616398,12.6298236847,15.505408287,2.67076706886,1.68838822842,21.3294734955,14.9337110519,0.532169222832,0.114825747907,1178.2890625,869.257751465,18.9198684692,8.03916549683,-8.07805644598e-9,6.96726587535e-9,0.0322381928563,0.0272941626608,0.101163573563,0.0608513504267,5.79551172256,4.32132101059,0.00517171341926,0.00216916040517,1249.48413086,1799.97558594,1.82147526741,0.528703391552,0.938508152962,1.39837777615,0.055635176599,0.0465630888939,0.0463725812733,0.0236709434539,148.696594238,1.2841168642,4.06531047821,0.0730443000793,0.00306314788759,0.489549189806,0.0933738425374,0.734111666679,-647.290039062,135.616912842,-2.89078640938,18.966791153,21.2742652893,13.2114534378,3.22961330414,1.98647844791,0.994890272617,3.53561449051,-1.53283512592,-1.82015144825,-3.96134662628,-0.9436154524831659,-1.9671256422055685,1.7203121000231902,0.6443076111337183,-1.2732378670042794,0.8544900610395014,-0.39423520604664986,-1.6018864753063915,0.6252332113188268,-1.2735259779956118,-0.9497358000266701,-0.3015683335307344,-1.8901020975518499,-1.0394220300828976,-0.596402362503737,-0.6138686042911315,-1.0083918167470725,0.8092628500279663,-0.6087082231667689,-0.8653980150123672,0.10076652886979381,0.07401901247537009,0.14494145930323965,0.4857631758286413,0.6771761196458135,1.4157112452562026,-0.5345587984486971,-0.530269264870324,0.2658755878830599,-0.14142185181501712,0.5237212614613568,-0.34622253072832626,-0.16892290312942698,0.7479207423088032,0.2759333446681809,0.44920781741742616,0.4442969661870913,-0.6930465217113729,-0.6043995981957576,0.4227507918402818,-0.34683397189210663,0.02917746794102928,0.2937188770391608,-0.25488496671629907,-0.08871025552887342,0.3409361768805617,0.08370595007831748,0.0853104213949346,0.13940687937911359,-0.20305997518177632,0.03056030917271005,0.18708837309065918,-0.07605555498415567,0.20486087645406842,0.03631276055751845,-0.15882020709878236,-0.06580543028797982,-0.040480224830990987,-0.03526365923891601,0.0549218821809855,0.06952737841330654,-0.022458965808070903,-0.02632189497208324,-0.04458508782383314,-0.007686421800863255,-0.03361109986638293,-0.005251056964281707,3.6209032266373173e-6
5,revival,155,1963,75,0.471322834492,0.0238588321954,2.41448330879,27.3445014954,16.833946228,-11.1859846115,2.22086143494,10.0699472427,4.11481380463,0.144715428352,0.0514842644334,3.56863617897,8.76046657562,1.28313744068,1.22006034851,38.8478431702,21.0741577148,0.616696953773,0.0930743291974,1865.45471191,1175.90551758,25.0145053864,10.9326210022,-5.36285016395e-9,2.70411670833e-9,0.0227208677679,0.01142708119,0.0816185697913,0.0357604064047,3.93153429031,2.06923937798,0.00449271500111,0.00140789570287,2325.50195312,2318.83178711,1.31730675697,0.365735828876,1.88335216045,1.98037791252,0.0806346088648,0.0605213940144,0.0305026713759,0.010761464946,123.80796814,1.19985306263,3.62000012398,0.0798444971442,0.0023923444096,0.518323779106,0.104141138494,0.80317902565,-626.726379395,110.919326782,-22.4152240753,23.0159816742,0.0625736787915,4.80934762955,-3.30394339561,-0.356808811426,-6.85021829605,-3.25469279289,-1.09375023842,-2.97150492668,-2.89704370499,-0.8608146756355377,-8.007848128723406,-0.9351960383139515,-0.9539011095276376,-1.0990138361155286,-0.7303444616876167,0.2677977431273389,-1.4834508607430748,0.1975037080415795,-2.0385801433805235,-2.1158587535228217,-1.502899665281574,-1.277816146004392,-1.837346007414159,-0.7272067548064501,1.0067387772682366,-0.8167091020339889,-0.2655889276293106,0.8547397987000136,-1.0242752671156519,-0.09737538853534689,0.8785964842828026,-0.2936569490648195,-0.15568402656779368,0.19950383807007227,0.7635966222879168,0.17049928511964346,-0.5332776962701984,-0.23226698112245597,-1.1379627191293578,0.23714509502393294,-0.40279408763533747,-0.5968833403344491,0.1801477302306424,0.045378344824844305,-0.013735149569182911,-0.4617187577409862,0.3948436310485032,-0.39752022590516256,0.1333998971312298,-0.31507666737640966,0.38280321832266223,0.10291791647425913,0.7276494472509901,-0.3375450623080908,-0.47077575528910565,-0.2185170028544691,-0.4592686491880708,-0.04700625215026702,0.018615988754365598,0.19476618924728661,-0.5069588574171503,0.07051907192134023,0.14235732829801984,0.1153421594819967,-0.06275519163172545,0.07635487824662579,0.03174610776560769,0.008996262180174646,0.18523837984456054,-0.1292227881119602,0.10515318096205652,0.023045045488342297,-0.04107798854901856,0.08231343012834447,0.011051762798458523,6.62681146940944e-4,-9.972118686431987e-7
6,strong_sensation,373,1994,76,0.477318078279,0.0332241468132,4.44494962692,26.2785682678,27.5006809235,-11.8200120926,6.81704425812,18.8335857391,8.03873538971,0.211672142148,0.128857970238,52.4088134766,169.18548584,3.79565143585,4.22442436218,31.2845954895,27.6029434204,0.486101835966,0.177763953805,1868.76367188,875.177856445,21.2410755157,15.9818048477,-8.48548253884e-9,1.16434932806e-8,0.0344096943736,0.0451092645526,0.103433929384,0.094657048583,4.83361434937,9.55002212524,0.00487944297493,0.00312435347587,2094.77734375,2225.68408203,1.42012214661,0.906430840492,0.4881067276,0.698390185833,0.0760275870562,0.053469274193,0.112063117325,0.0447679199278,90.0010604858,1.59460961819,4.1037311554,0.0963930338621,0.00149253732525,0.487965047359,0.108394145966,0.722495615482,-668.429443359,88.1164321899,-0.173647284508,17.4143028259,10.5220537186,21.4327697754,8.07292747498,12.3669204712,8.47613525391,11.7539024353,4.99634742737,5.87657928467,1.45601069927,-6.777636997410784,2.076088500755674,-0.7868891519305663,2.2669737119381015,1.5432653262807794,1.5584135320436483,0.41013074023372575,-0.17069213925309393,-4.136105219477518,-0.11451740064852889,-0.8475720870531527,0.5014231574479003,-0.02467452945535143,-0.7211571006889512,-1.2503629613088945,1.093389053753266,-0.5667709656602697,0.9005400976029768,-0.6919912582863326,0.31571947765336017,-0.26774043580581386,0.5718389480744648,1.7502726864282907,-0.12952376762388218,-0.49748853589500325,0.31701199659653667,-0.6501969109001764,0.10219191513708795,-0.34598678847190356,-0.6412314878266798,0.5584536406742376,0.26064755878382806,-0.3915908305437712,1.2146137723193564,-0.04861765180819022,0.772576625528394,-0.04010999955053701,0.1578961620138233,0.07311551258052966,-0.14913903274562454,0.08597270171830954,3.7297964708891057e-4,0.7200480076097195,-0.34094275838813753,0.47783432797087216,-0.1612699129803312,-0.3348566762556155,-0.036011236287643335,0.1939483965843777,0.5685142296119466,0.30735293752385395,-0.36708686620443215,-0.2935221469399899,0.12220396823389156,-0.17584565258217438,-0.043100198520472074,0.05034356560439296,-0.20250740543206205,0.1984619370962296,0.10436410871858996,-0.06066256554087191,-0.05529420023813411,-0.10411562299204433,-0.08339686480294134,-0.012224050703619977,-0.03208481636464806,-0.004100157351194983,-1.0634129341367922e-6
7,strong_sensation,357,1997,83,0.470462441444,0.0184637960047,3.73323249817,25.0354766846,21.9836788177,-8.76466846466,9.43117332458,11.7163476944,4.24552631378,0.166716754436,0.0448837392032,8.10357284546,11.0877485275,2.24449872971,1.2396838665,28.1097927094,15.1949853897,0.565978884697,0.0917024612427,1524.77990723,460.370849609,23.4079151154,10.3893651962,-7.05676717061e-9,5.00676344828e-9,0.0289045907557,0.019971260801,0.087511561811,0.0476377680898,3.28882455826,2.01897025108,0.00490554701537,0.00203349324875,1693.55895996,1320.51330566,1.24973094463,0.274133294821,0.900829613209,1.12141239643,0.0656313374639,0.0308753307909,0.0388980433345,0.0198970455676,172.264968872,1.13422966003,2.91643571854,0.0500324890018,0.00103963608854,0.581763625145,0.0905215740204,0.903351008892,-624.346679688,118.46812439,-10.7781610489,28.9416351318,0.354269117117,4.53843021393,-7.77870368958,6.46835041046,-6.06996440887,3.72323131561,-5.12306928635,0.0997158959508,0.265787780285,-0.1712846364496649,-5.04889663228451,3.0672073314546062,-0.35357703321672485,-0.3653713930203525,1.1002197851720756,0.9740267384805402,1.3265073954563429,-0.9173082655671636,0.9506490689959592,-1.2387162054278256,0.02114204767582335,-2.0853853656615895,0.9532220058324035,0.4208662723915327,0.7325331465131427,-1.1025445142294792,0.6000240216946621,-0.09894448418673076,-0.4428773531588406,1.265016240379193,1.5875784574769112,0.13475881909382742,0.11085316456414189,-0.369789725425955,-0.8395647500174247,0.3183977994756524,1.0720874367593933,0.15257006414459154,-0.2541503319466833,0.029391450698610676,-0.3288616984844754,0.20903790648947387,-0.40749554848341013,0.6340132755036814,0.02437580186444933,0.5173104006937047,0.13512026663143867,-0.3835993027978961,0.4230095726593241,-0.33526258161452654,0.1262014094596665,0.21298468068669837,0.02540765189004696,-0.05349276707018835,-0.06422993739827493,-0.20940502123898513,0.07837729529286801,0.32612229445350066,-0.11248891763616267,0.07255774293209917,0.03090157417996015,0.23723834860360637,-0.018535051060991257,0.027963849233139576,-0.04699892429441236,-0.18645203662046178,0.04422002762401669,0.04727682598580697,0.03285623781572484,-0.011291531050244224,0.007223615664555412,-0.07057140685210746,-0.03227997409277224,0.02689215608157854,-0.00386742179422184,-0.006053930132631971,-4.277286930995393e-6
10,entertainment,135,2025,71,0.433793723583,0.0733323395252,4.30405426025,24.0629081726,32.0303955078,-9.38828086853,4.19291877747,19.0280990601,8.14115333557,0.282013714314,0.160070136189,47.4410629272,115.575469971,4.12181615829,3.55223917961,18.4375610352,25.1699962616,0.490842550993,0.183345809579,1168.53039551,1080.54394531,12.9566040039,11.1083507538,-1.12668825381e-8,1.09522737546e-8,0.0447063669562,0.0420714616776,0.10134422034,0.079762712121,21.5705986023,89.4910812378,0.00586911384016,0.00302812480368,1429.32226562,2513.43774414,2.39654994011,3.27728414536,0.628634095192,0.664129972458,0.0614328160882,0.0680367201567,0.0589128211141,0.0416183099151,111.864425659,1.24200379848,4.72851228714,0.125857338309,0.00548696843907,0.461117982864,0.0968811661005,0.775166094303,-699.820922852,114.9034729,36.9270858765,20.9412097931,13.570971489,1.24539709091,-4.43417882919,4.58219528198,0.939853549004,-0.363465726376,4.28656339645,-1.86827659607,-3.92497992516,-2.1356232135825257,5.445304783131724,-3.484290614058833,0.4739434571423708,0.5401666277724313,-2.6357650122033367,-3.951191378107998,-1.659326458398066,-0.30395307582494635,0.7666349987589327,-1.4623332215565439,1.7729740033321284,-0.23052161265018623,-0.6557184011384577,-0.36764547519953317,1.3400756087855188,-1.2071707246038585,-0.11141627479252032,-0.3554333674588874,-1.9611633013251637,-0.7255783670129965,0.9861047274021518,1.1444490001792424,-0.7962449045441344,0.6573260467533604,0.75540351956197,-0.4577330428497974,-0.9701017272768091,0.27148584750309535,0.5000615073319667,-1.1512126914195961,-0.33712438736001277,0.8233910375240471,0.18044468677375397,0.4896042269668633,-0.044105124837965734,0.604314206700894,-0.07827762375040052,-0.29584575128446955,0.5138376125465846,0.2106124456808787,-0.5169316180899308,0.014960129532678616,0.093280884502309,-0.12360328663698165,-0.741728396523703,-0.06645396927100194,-0.020916686207876158,-0.08347960388057163,-0.043879315982996374,-0.34744839776116965,-0.0502057136828621,0.24973771599773575,-0.1512112744418886,-0.019074937022897802,-0.07192710677206095,0.19609371002078752,0.0227343162192201,-0.13327008343598748,0.07613893080034245,-0.009351600752521751,0.1354908174799025,-0.15014780609575082,-0.015984344449940388,-0.08171591826557348,0.07009364847013526,-0.002580460345573753,-9.533160113530267e-7
11,mental_work,99,2022,69,0.349098861217,0.0721187219024,3.59041428566,9.96320438385,5.64375734329,-12.1775417328,2.07068920135,24.8279724121,4.95583057404,0.628158271313,0.0918575748801,5.53617620468,9.60137176514,1.8441978693,1.07359886169,3.92481136322,10.1550397873,0.403997719288,0.0912320315838,346.344787598,750.618103027,6.61835622787,2.0295214653,-2.30573871107e-8,8.57785575903e-9,0.0879274085164,0.0328037068248,0.0632118210196,0.0359328351915,159.461151123,50.905090332,0.00890764500946,0.0025370712392,362.742919922,1402.57897949,10.4257736206,2.30706143379,0.404514104128,0.375576376915,0.0113654863089,0.0438495017588,0.102992422879,0.0333677083254,163.548049927,0.971498548985,1.56311738491,0.0585206001997,0.00468164775521,0.51006680727,0.106185331941,0.692903757095,-900.289489746,285.389190674,82.942855835,14.4927482605,11.8398609161,10.5992851257,-3.65708565712,15.7082033157,-15.0290021896,12.7087783813,-10.95383358,4.79354333878,2.83597683907,7.805021783126272,10.420533058033708,3.9548543451469227,-0.15553462269841561,2.5629166770705516,-3.9709153091557714,-5.715505830307331,-2.5468382630013267,2.2382695234412187,-4.4892552604547715,-3.19342800974147,-3.25175915629221,-4.044057455834163,2.1684451327838037,-0.48181755348497207,-0.4180146530056649,0.4040736206207792,-1.7182822012064212,-0.8135425536842832,3.073150715413432,4.020890815672895,-0.6215870104569435,1.8226554946210778,2.2178848225406838,-1.0346362543134282,-2.102609801971199,1.535997288756737,3.283402075740106,2.062779062419122,-2.4557081796723175,1.113296838379599,-0.826124334715652,-1.5699824257908845,0.7124726621821,0.8348901312179242,0.22859221193517204,-0.515739715197536,0.04951597490703867,1.3025421663513808,-1.0931699594014863,0.8054212251205191,0.5487870642600728,-1.2501203325445416,0.0324360597132374,1.1380555721807486,0.7833135936302982,-1.0766919086204458,0.1854910803773823,0.10489478550963321,-0.5813010220726261,-0.7348319433109274,-0.10559798992595426,-0.4586967130909975,-0.4283820629972837,0.7052710862247074,-0.5096107902654616,0.1986708476187707,-0.6722695492315452,0.06312112418291066,-0.18519550810724036,0.1187704916619483,0.12480034457317685,0.09404418774644005,-0.0022974579725334025,-0.1759959120467114,0.043805571181353274,9.461979862776369e-4,-5.969341517966852e-6
